Date,BTC,NYSE,NASDAQ,LSE,BTC_Volume,NYSE_Volume,NASDAQ_Volume,LSE_Volume
9/4/2019,10594.49316,12796.32031,7976.879883,7136,16742664769,3167900000,1893740000,718396
9/5/2019,10575.5332,12917.75977,8116.830078,7208,14551239508,3902600000,2108700000,703544
9/6/2019,10353.30273,12933.37988,8103.069824,7322,19536574783,3209340000,1878730000,601455
9/9/2019,10334.97461,12960.71973,8087.439941,7080,17595943368,4031120000,2186660000,1156419
9/10/2019,10115.97559,12993.95996,8084.160156,6804,14906809639,4393040000,2366080000,2373721
9/11/2019,10178.37207,13082.41016,8169.680176,7206,15428063426,3934370000,2322610000,4549729
9/12/2019,10410.12695,13116.04981,8194.469727,7252,15323563925,3796990000,2228100000,1805334
9/13/2019,10360.54688,13124.33984,8176.709961,7514,14109864675,3557010000,1984570000,2086417
9/16/2019,10276.79395,13107.98047,8153.540039,7404,15160167779,4285860000,1876540000,1155292
9/17/2019,10241.27246,13131.41016,8186.02002,7350,15304603363,3673250000,1857350000,659296
9/18/2019,10198.24805,13119.30957,8177.390137,7256,16169268880,3458800000,2045590000,748333
9/19/2019,10266.41504,13111.25,8182.879883,7246,19937691247,3265660000,1818430000,679891
9/20/2019,10181.6416,13093.79981,8117.669922,7250,14734189639,6103440000,3363230000,1515551
9/23/2019,9729.324219,13085.33008,8112.459961,7306,15144925408,3187250000,1781750000,1516324
9/24/2019,8620.566406,12992.25977,7993.629883,7370,25002886689,3872800000,2310940000,478195
9/25/2019,8486.993164,13037.61035,8077.379883,7254,21744728353,3331200000,2022080000,691680
9/26/2019,8118.967773,13028.74023,8030.660156,7350,19258205289,3084910000,1886310000,1564420
9/27/2019,8251.845703,12971.98047,7939.629883,7360,16408941156,3246480000,2041250000,606829
9/30/2019,8293.868164,13004.74023,7999.339844,7308,17115474183,3249130000,1809050000,550757
10/1/2019,8343.276367,12835.34961,7908.680176,7256,15305343413,3560750000,2250500000,599991
10/2/2019,8393.041992,12608.42969,7785.25,7008,13125712443,3914180000,2503630000,822803
10/3/2019,8259.992188,12685.76953,7872.259766,7168,13668823409,3515130000,2157220000,1080520
10/4/2019,8205.939453,12831.54981,7982.470215,7382,13139456229,3005600000,1748000000,912820
10/7/2019,8245.623047,12777.74023,7956.290039,7452,18009742607,2959050000,1759580000,794817
10/8/2019,8228.783203,12590.91016,7823.779785,7020,15592264032,3370700000,1943700000,2250359
10/9/2019,8595.740234,12691.16016,7903.740234,7248,19384942333,2735350000,1563500000,892646
10/10/2019,8586.473633,12766,7950.779785,7288,17618660671,3234400000,1793470000,2203069
10/11/2019,8321.756836,12926.91992,8057.040039,7300,19604381101,3581320000,2184790000,641636
10/14/2019,8374.686523,12896.21973,8048.649902,7298,15151387859,2559270000,1423700000,309600
10/15/2019,8205.369141,13006.04004,8148.709961,7208,15220412632,3345090000,1841660000,1331370
10/16/2019,8047.526855,12994.88965,8124.180176,7010,16071646996,3230320000,1900010000,1151830
10/17/2019,8103.911133,13039.23047,8156.850098,7044,14313052244,3103470000,1864020000,839859
10/18/2019,7973.20752,13006.63965,8089.540039,7102,15651592610,3268970000,2020020000,1104947
10/21/2019,8243.720703,13088.61035,8162.990234,7074,15868748866,3271960000,1756640000,541042
10/22/2019,8078.203125,13071.86035,8104.299805,7134,16803377857,3527540000,1850870000,817410
10/23/2019,7514.671875,13114.38965,8119.790039,6936,21942878958,3413600000,1822180000,1028550
10/24/2019,7493.48877,13118.90039,8185.799805,6990,16268708849,3696510000,1893620000,791566
10/25/2019,8660.700195,13146.24023,8243.120117,6818,28705065488,3379060000,1911580000,1091276
10/28/2019,9256.148438,13186.42969,8325.990234,7022,30948255332,3524970000,1959920000,509298
10/29/2019,9427.6875,13209.62988,8276.849609,7046,28426779937,3594430000,1842720000,394926
10/30/2019,9205.726563,13244.00977,8303.980469,7102,27706531577,3779660000,1936060000,437878
10/31/2019,9199.584961,13171.80957,8292.360352,6954,26583653947,4149310000,2276140000,886723
11/1/2019,9261.104492,13300.26953,8386.400391,7038,24324691031,3956290000,2071350000,517191
11/4/2019,9412.612305,13355.44043,8433.200195,7050,26170255634,4178040000,2166830000,866787
11/5/2019,9342.527344,13339.58984,8434.679688,6962,26198609048,4490590000,2327420000,722265
11/6/2019,9360.879883,13351.57031,8410.629883,6932,23133895765,4465510000,2342570000,870222
11/7/2019,9267.561523,13395.54981,8434.519531,6746,22700383839,4151990000,2403680000,744192
11/8/2019,8804.880859,13407.79981,8475.30957,6904,24333037836,3508160000,1982140000,540634
11/11/2019,8757.788086,13388.12012,8464.280273,6906,20265510765,3041120000,1719300000,367604
11/12/2019,8815.662109,13387.62012,8486.089844,6960,20309769107,3495560000,2001440000,569792
11/13/2019,8808.262695,13385.04981,8482.099609,6988,17545755405,3513720000,2180010000,484236
11/14/2019,8708.094727,13392,8479.019531,6934,19084739975,3282090000,2113840000,551050
11/15/2019,8491.992188,13492.95996,8540.830078,6840,21796856471,3359800000,2199480000,449323
11/18/2019,8309.286133,13483.80957,8549.94043,6840,21579470673,3440140000,2053260000,489935
11/19/2019,8206.145508,13466.34961,8570.660156,6896,21083613816,3613670000,2094030000,476641
11/20/2019,8027.268066,13419.29981,8526.730469,6882,20764300437,4041010000,2608780000,538899
11/21/2019,7642.75,13406.41992,8506.209961,6782,22514243371,3744010000,2073720000,511240
11/22/2019,7296.577637,13440.9502,8519.879883,6838,34242315785,3235270000,1885730000,453625
11/25/2019,7146.133789,13532.88965,8632.490234,6862,42685231262,3514310000,2262750000,702797
11/26/2019,7218.371094,13559.70996,8647.929688,7010,21129505542,4600450000,2439370000,1054210
11/27/2019,7531.663574,13607.62012,8705.179688,7026,23991412764,3035470000,1748520000,420770
11/29/2019,7761.243652,13545.20996,8665.469727,6872,19709695456,1743420000,1099090000,359702
12/2/2019,7321.988281,13448.25977,8567.990234,6750,17082040706,3285750000,2240300000,636115
12/3/2019,7320.145508,13366.08984,8520.639648,6682,14797485769,3671580000,2318760000,617464
12/4/2019,7252.034668,13457.96973,8566.669922,6794,21664240918,3702980000,2158870000,445298
12/5/2019,7448.307617,13482.29981,8570.700195,6740,18816085231,3360480000,2133380000,713756
12/6/2019,7546.996582,13588.29004,8656.530273,6790,18104466307,3483310000,2057020000,501559
12/9/2019,7400.899414,13555.07031,8621.830078,6778,17872021272,3400470000,2123870000,332603
12/10/2019,7278.119629,13545.30957,8616.179688,6798,18249031195,3346310000,2058760000,650068
12/11/2019,7217.427246,13579.91992,8654.049805,6898,16350490689,3257650000,1982080000,2059896
12/12/2019,7243.134277,13697.41016,8717.320313,6950,18927080224,4003200000,2396400000,840893
12/13/2019,7269.68457,13697.33984,8734.879883,7172,17125736940,3757650000,2219630000,1099826
12/16/2019,6932.480469,13795.15039,8814.230469,7332,20213265950,4070200000,2368050000,797241
12/17/2019,6640.515137,13795.34961,8823.360352,7436,22363804217,3842940000,2382450000,1540965
12/18/2019,7276.802734,13799.20996,8827.740234,7404,31836522778,4029950000,2742330000,924171
12/19/2019,7202.844238,13831.66992,8887.219727,7460,25904604416,3784360000,2446890000,1604045
12/20/2019,7218.816406,13889.25,8924.959961,7624,22633815180,6457480000,3830200000,1954273
12/23/2019,7355.628418,13899.99023,8945.650391,7734,27831788041,3064530000,2028670000,898075
12/24/2019,7322.532227,13895.13965,8952.879883,7680,22991622105,1296530000,1014530000,101988
12/26/2019,7238.966797,13940.41992,9022.389648,7680,22787010034,2164540000,1639960000,101988
12/27/2019,7290.088379,13944.13965,9006.620117,7760,22777360996,2429150000,1833740000,240799
12/30/2019,7292.995117,13876.15039,8945.990234,7716,22874131672,3021720000,2051320000,374723
12/31/2019,7193.599121,13913.03027,8972.599609,7750,21167946112,2894760000,2186830000,124309
1/2/2020,6985.470215,14002.49023,9092.19043,7700,20802083465,3459930000,2862700000,448320
1/3/2020,7344.884277,13917.04981,9020.769531,7638,28111481032,3484700000,2586520000,395569
1/6/2020,7769.219238,13941.79981,9071.469727,7500,23276261598,3702460000,2810450000,434347
1/7/2020,8163.692383,13898.4502,9068.580078,7440,28767291327,3435910000,2381740000,676227
1/8/2020,8079.862793,13934.44043,9129.240234,7542,31672559265,3726840000,2472620000,524342
1/9/2020,7879.071289,13997.65039,9203.429688,7766,24045990466,3641230000,2540960000,933950
1/10/2020,8166.554199,13957.96973,9178.860352,7652,28714583844,3214580000,2382900000,955734
1/13/2020,8144.194336,14042.65039,9273.929688,7566,22482910688,3459390000,2536820000,343297
1/14/2020,8827.764648,14037.12988,9251.330078,7546,44841784107,3687620000,2553160000,559280
1/15/2020,8807.010742,14053.23047,9258.700195,7646,40102834650,3721490000,2443220000,529345
1/16/2020,8723.786133,14141.78027,9357.129883,7646,31313981931,3540580000,2312110000,500852
1/17/2020,8929.038086,14183.2002,9388.94043,7640,36372139320,3726220000,2542540000,803520
1/21/2020,8745.894531,14109.98047,9370.80957,7708,24097418512,4104840000,2686610000,566666
1/22/2020,8680.875977,14110.24023,9383.769531,7986,22600204051,3623780000,2454580000,831761
1/23/2020,8406.515625,14102.04004,9402.480469,7918,25770680779,3766710000,2465850000,503886
1/24/2020,8445.43457,13978.46973,9314.910156,7950,24397913026,3708780000,2622970000,859100
1/27/2020,8909.819336,13769.59961,9139.30957,7768,28647338393,3831050000,2593910000,862804
1/28/2020,9358.589844,13877.61035,9269.679688,7732,34398744403,3531570000,2169020000,734967
1/29/2020,9316.629883,13843.80957,9275.160156,7790,30682598115,3600250000,2234620000,523582
1/30/2020,9508.993164,13861.91992,9298.929688,7824,32378792851,3790350000,2345370000,478177
1/31/2020,9350.529297,13614.09961,9150.94043,7836,29432489719,4529700000,2696090000,1553884
2/3/2020,9293.521484,13677.91992,9273.400391,7924,30934096509,3760460000,2427320000,430351
2/4/2020,9180.962891,13862.83984,9467.969727,8028,29893183716,3996900000,2447340000,658119
2/5/2020,9613.423828,14024.86035,9508.679688,8136,35222060874,4121480000,2470240000,897754
2/6/2020,9729.801758,14034.9502,9572.150391,8166,37628823716,3887250000,2313860000,368893
2/7/2020,9795.943359,13931.92969,9520.509766,8196,34522718159,3733920000,2243720000,564351
2/10/2020,9856.611328,13984.48047,9628.389648,8166,39386548075,3462730000,2187520000,421263
2/11/2020,10208.23633,14054.08008,9638.94043,8198,37648059389,3762940000,2450070000,373671
2/12/2020,10326.05469,14136.98047,9725.959961,8272,43444303830,3930910000,2366510000,457773
2/13/2020,10214.37988,14099.04004,9711.969727,8226,49356071373,3500890000,2254870000,485402
2/14/2020,10312.11621,14097.33984,9731.179688,8220,43338264162,3419700000,2226720000,289815
2/18/2020,10141.99609,14039.00977,9732.740234,8350,47271023953,3750400000,2279420000,403726
2/19/2020,9633.386719,14087.12988,9817.179688,8542,46992019710,3614200000,2470860000,565408
2/20/2020,9608.475586,14061.48047,9750.969727,8416,44925260237,4019180000,2745730000,513621
2/21/2020,9686.441406,13975.78027,9576.589844,8422,40930547513,3908780000,2750160000,536929
2/24/2020,9650.174805,13534.12012,9221.280273,8300,45080496648,4851160000,3188590000,607682
2/25/2020,9341.705078,13143.73047,8965.610352,8072,42515259129,5596760000,3595520000,717861
2/26/2020,8820.522461,13046.62012,8980.780273,8076,50420050762,5484650000,3587950000,1452302
2/27/2020,8784.494141,12547.25,8566.480469,7810,45470195695,7064710000,4559900000,912420
2/28/2020,8672.455078,12380.96973,8567.370117,7576,44605450443,8569570000,5320020000,1682184
3/2/2020,8869.669922,12827.99023,8952.169922,7888,42857674409,6381330000,4249020000,1357178
3/3/2020,8787.786133,12542.74023,8684.089844,7864,42386715821,6376510000,4336700000,1015854
3/4/2020,8755.246094,13009.95996,9018.089844,7994,34746706368,5073020000,3634760000,731097
3/5/2020,9078.762695,12593.03027,8738.589844,8030,39698054597,5579290000,3763860000,1248337
3/6/2020,9122.545898,12352.03027,8575.620117,7592,40826885651,6555240000,4292730000,1402046
3/9/2020,7923.644531,11298.42969,7950.680176,7246,46936995808,8441290000,4554110000,1041945
3/10/2020,7909.729492,11793.26953,8344.25,7036,42213940994,7642040000,4447260000,1286034
3/11/2020,7911.430176,11177.29004,7952.049805,7036,38682762605,7431200000,4302610000,1140720
3/12/2020,4970.788086,10060.75977,7201.799805,6356,53980357243,8850810000,5099350000,1507581
3/13/2020,5563.707031,10851.74023,7874.879883,6794,74156772075,8299070000,4701070000,2750753
3/16/2020,5014.47998,9567.530273,6904.589844,6312,45368026430,7805450000,4618120000,1551094
3/17/2020,5225.629395,10063.36035,7334.779785,6174,38622642935,8370250000,4920210000,1603410
3/18/2020,5238.438477,9384.599609,6989.839844,5806,37878801016,8799300000,4935000000,1433639
3/19/2020,6191.192871,9461.30957,7150.580078,5928,51000731797,7956100000,4778490000,2817216
3/20/2020,6198.77832,9133.160156,6879.52002,6220,54442976103,9053950000,5260300000,2571748
3/23/2020,6416.314941,8777.379883,6860.669922,6252,46491916000,7411380000,4348410000,1795019
3/24/2020,6734.803711,9658.320313,7417.859863,6902,48221910672,7563150000,4441080000,1204259
3/25/2020,6681.062988,9961.379883,7384.299805,7368,44590107888,8300010000,4683630000,1139173
3/26/2020,6716.44043,10536.28027,7797.540039,7326,35319797642,7766990000,4014670000,1262569
3/27/2020,6469.79834,10187.20996,7502.379883,6948,34585598367,6201670000,3989120000,1474337
3/30/2020,6429.841797,10434.74023,7774.149902,7322,37101651525,5751120000,3870770000,763192
3/31/2020,6438.644531,10301.87012,7700.100098,7280,32786468812,6576210000,4078960000,993473
4/1/2020,6606.776367,9844.849609,7360.580078,7070,40346426266,5964000000,3700040000,812461
4/2/2020,6793.624512,10062.37012,7487.310059,6736,47660646124,6464190000,3622170000,1281215
4/3/2020,6733.387207,9880.629883,7373.080078,7200,38976504903,6096970000,3294260000,705400
4/6/2020,7271.78125,10515.24023,7913.240234,7064,46896904615,6403840000,3849130000,1247490
4/7/2020,7176.414551,10537.04004,7887.259766,7180,44243482668,7050410000,4085960000,1015501
4/8/2020,7334.098633,10902.58984,8090.899902,7126,37563249549,5875710000,3487440000,816251
4/9/2020,7302.089355,11136.61035,8153.580078,7232,34815139178,7899550000,4145460000,619880
4/13/2020,6845.037598,10949.53027,8192.419922,7232,38619308647,5319530000,3184660000,619880
4/14/2020,6842.427734,11172.2002,8515.740234,7244,34110434052,5615730000,3767410000,731235
4/15/2020,6642.109863,10843.91992,8393.179688,7064,32288311031,5208000000,3347920000,576609
4/16/2020,7116.804199,10818.03027,8532.360352,7262,46783242377,5228810000,4057800000,719280
4/17/2020,7096.18457,11208.29004,8650.139648,7482,32513423567,5804810000,4348310000,1050045
4/20/2020,6881.958496,11003.87988,8560.730469,7542,37747113936,5228630000,3827370000,1342091
4/21/2020,6880.323242,10706.44043,8263.230469,7350,32589741511,5121010000,3788180000,3569796
4/22/2020,7117.20752,10908.55957,8495.379883,7622,33249153866,5084920000,3041520000,1354680
4/23/2020,7429.724609,10916.67969,8494.75,7560,43500782316,5773530000,3759890000,465178
4/24/2020,7550.900879,11017.90039,8634.519531,7440,34636526286,5382810000,3696020000,422799
4/27/2020,7795.601074,11264.83984,8730.160156,7486,36162144725,5203930000,3694980000,652265
4/28/2020,7807.058594,11319.7002,8607.730469,7488,33187959921,5691160000,3730350000,1792277
4/29/2020,8801.038086,11618.23047,8914.709961,7586,60201052203,6645640000,4407140000,1058799
4/30/2020,8658.553711,11372.33984,8889.549805,7456,66964629541,6544980000,4335660000,791998
5/1/2020,8864.766602,11058.57031,8604.950195,7470,44068389997,4759810000,3741300000,498741
5/4/2020,8912.654297,11056.28027,8710.709961,7426,45718796276,4735930000,3443140000,569506
5/5/2020,9003.070313,11135.40039,8809.120117,7588,43148462663,5140290000,3933550000,1205099
5/6/2020,9268.761719,10999.99023,8854.389648,7676,49371886931,4892570000,3656750000,984684
5/7/2020,9951.518555,11121.66992,8979.660156,7828,61112700562,5178790000,3787220000,875109
5/8/2020,9842.666016,11354.33984,9121.320313,7828,51780748042,4876030000,3813630000,875109
5/11/2020,8601.795898,11281.37012,9192.339844,7956,57119858802,4819730000,3925450000,2600723
5/12/2020,8804.477539,11055.58008,9002.549805,8104,42142717533,5119630000,4336510000,1204924
5/13/2020,9269.987305,10829.44043,8863.169922,8044,45558144023,6151650000,4273210000,893546
5/14/2020,9733.72168,10927.41016,8943.719727,7924,56426907637,5651130000,3965970000,694307
5/15/2020,9328.197266,10947.32031,9014.55957,8026,48158802327,5507700000,4240690000,763721
5/18/2020,9726.575195,11402.23047,9234.830078,8290,41827139896,6373670000,4341820000,354216
5/19/2020,9729.038086,11248.96973,9185.099609,8286,39254288955,4984330000,4193550000,779134
5/20/2020,9522.981445,11420.04004,9375.780273,8360,36546239703,5005380000,4315500000,791206
5/21/2020,9081.761719,11351.59961,9284.879883,8340,39326160532,4976620000,3745270000,761907
5/22/2020,9182.577148,11331.96973,9324.589844,8432,29810773699,3970860000,3668070000,362671
5/26/2020,8835.052734,11603,9340.219727,8272,29584186947,5848500000,4448950000,1748608
5/27/2020,9181.017578,11837.53027,9412.360352,8010,32740536902,6398000000,4489110000,1413023
5/28/2020,9525.750977,11804.91016,9368.990234,8232,34367073114,5447020000,4113660000,772182
5/29/2020,9439.124023,11802.9502,9489.870117,8030,32896642044,7297550000,4742290000,1523520
6/1/2020,10167.26856,11900.24023,9552.049805,8126,35198901068,4684170000,3847770000,328284
6/2/2020,9529.803711,12046.41016,9608.379883,8068,39137252109,5197150000,3990080000,534669
6/3/2020,9656.717773,12302.19043,9682.910156,8250,25007459262,6005560000,4679030000,582408
6/4/2020,9800.636719,12286.98047,9615.80957,8270,25921805072,6451290000,6141320000,440642
6/5/2020,9665.533203,12641.44043,9814.080078,8072,23509628646,8639300000,6607730000,729441
6/8/2020,9771.489258,12836.59961,9924.75,7910,21486346312,8498300000,6197330000,1191491
6/9/2020,9795.700195,12619.51953,9953.75,7838,23717842783,6410930000,5319450000,454469
6/10/2020,9870.094727,12449.21973,10020.34961,8066,25706567601,6598870000,5170860000,626538
6/11/2020,9321.78125,11659.16992,9492.730469,8094,30247143440,7037320000,5300850000,638138
6/12/2020,9480.84375,11867.16992,9588.80957,7962,22610564515,5845330000,4388990000,482504
6/15/2020,9450.702148,11942.91016,9726.019531,7968,26699704768,5757480000,4476010000,450895
6/16/2020,9538.024414,12161.46973,9895.870117,8096,21565537209,5845810000,4669320000,649529
6/17/2020,9480.254883,12086.49023,9910.530273,8122,20177709879,4560450000,4279700000,391089
6/18/2020,9411.84082,12072.58984,9943.049805,8062,17770083003,4448690000,4335320000,419417
6/19/2020,9288.018555,11980.12012,9946.120117,8238,19632223107,8346650000,6093830000,1268577
6/22/2020,9648.717773,12028.91016,10056.48047,8050,21104009514,4686690000,4506960000,678908
6/23/2020,9629.658203,12077.74023,10131.37012,8366,17006433272,4711850000,5755170000,463715
6/24/2020,9313.610352,11726.54004,9909.169922,8014,18961716076,5597680000,5589130000,491290
6/25/2020,9264.813477,11865.11035,10017,8192,18616048626,4847690000,4779640000,294227
6/26/2020,9162.917969,11604.42969,9757.219727,8358,18341465837,8107850000,7309380000,466310
6/29/2020,9190.854492,11777.08008,9874.150391,8362,16460547078,4473970000,4336290000,466432
6/30/2020,9137.993164,11893.78027,10058.76953,8358,15735797744,4705850000,4510190000,557819
7/1/2020,9228.325195,11901.54981,10154.62988,8316,15971550355,4449230000,4624430000,1505333
7/2/2020,9123.410156,11991.51953,10207.62988,8434,16338916796,4197720000,4038920000,458917
7/6/2020,9375.474609,12160.00977,10433.65039,8494,17889263252,4759160000,4570260000,305615
7/7/2020,9252.277344,11990.13965,10343.88965,8288,13839652595,4571330000,4337130000,500180
7/8/2020,9428.333008,12086.38965,10492.5,8402,19702359883,4937310000,4030210000,400498
7/9/2020,9277.967773,11928.62988,10547.75,8426,18000702524,4843650000,4013180000,487375
7/10/2020,9278.807617,12075.58008,10617.44043,8352,16860035605,4524190000,3537510000,315404
7/13/2020,9243.614258,12014.66992,10390.83984,8446,17519821266,4902440000,4851880000,383934
7/14/2020,9243.213867,12014.66992,10488.58008,8312,18085038362,4507140000,4461770000,405908
7/15/2020,9192.836914,12391.32031,10550.49023,8298,15844731575,4686830000,4647070000,606367
7/16/2020,9132.227539,12350.11035,10473.83008,8290,15713967523,3972860000,4277760000,368132
7/17/2020,9151.392578,12402.74023,10503.19043,8400,13944570749,4012850000,4361480000,501011
7/20/2020,9164.231445,12392.98047,10767.08984,8482,13755604146,3979340000,4314630000,284857
7/21/2020,9374.887695,12508.67969,10680.36035,8478,18069581956,4556610000,5350750000,532141
7/22/2020,9525.363281,12569.07031,10706.12988,8486,16532254884,4267160000,4128960000,398208
7/23/2020,9581.072266,12510.87012,10461.41992,8344,18146399002,4296760000,4501540000,341595
7/24/2020,9536.892578,12461.78027,10363.17969,8368,16552768325,3689410000,4233390000,395705
7/27/2020,10990.87305,12553.12988,10536.26953,8380,35359749590,3970310000,4244570000,344426
7/28/2020,10912.82324,12491.21973,10402.08984,8372,28766551142,4053180000,3894660000,428582
7/29/2020,11100.46777,12669.62012,10542.94043,8492,24617249715,4478200000,4009640000,602067
7/30/2020,11111.21387,12533.28027,10587.80957,8346,22857247901,4264920000,4185810000,639695
7/31/2020,11323.4668,12465.04981,10745.26953,8484,23160469766,5007530000,4438730000,733964
8/3/2020,11246.34863,12536.80957,10902.79981,8686,20271713443,4438940000,4203890000,405166
8/4/2020,11205.89258,12612.11035,10941.16992,8438,21250197042,4414380000,4016520000,505184
8/5/2020,11747.02246,12731.54981,10998.40039,8588,24411254471,4535060000,4160740000,289471
8/6/2020,11779.77344,12729.16992,11108.07031,8578,23400740340,4278930000,4120000000,285135
8/7/2020,11601.47266,12765.83984,11010.98047,8620,23132312867,4110030000,4263930000,469724
8/10/2020,11878.11133,12844.01953,10968.36035,8474,26114112569,4327920000,4048420000,351673
8/11/2020,11410.52539,12849.42969,10782.82031,8546,27039782640,4880540000,4331770000,437373
8/12/2020,11584.93457,12974.83008,11012.24023,8874,25064548486,3772250000,3745230000,491719
8/13/2020,11784.1377,12919.15039,11042.5,8778,27522199497,3438730000,3480470000,412474
8/14/2020,11768.87109,12902.5,11019.29981,8636,24237958589,3200060000,3514260000,326033
8/17/2020,12254.40234,12936.11035,11129.73047,8732,28227687027,3460330000,3214870000,515139
8/18/2020,11991.2334,12910.33008,11210.83984,8678,26043227672,3669550000,3228590000,388344
8/19/2020,11758.2832,12859.87988,11146.45996,8848,24502851117,3679480000,3496480000,373445
8/20/2020,11878.37207,12812.86035,11264.9502,8836,20175242945,3431040000,4215130000,1010921
8/21/2020,11592.48926,12809.07031,11311.79981,8852,23762425999,3505010000,3929290000,531685
8/24/2020,11774.5957,12972.87988,11379.71973,8882,20681511755,3743410000,3907310000,290104
8/25/2020,11366.13477,13001.99023,11466.46973,8900,26301509932,3627650000,3475280000,312192
8/26/2020,11488.36328,13042.54004,11665.05957,8916,22466660958,3780530000,3471520000,274137
8/27/2020,11323.39746,13068.80957,11625.33984,8904,23240415076,3955890000,3547400000,345164
8/28/2020,11542.5,13170.95996,11695.62988,8800,19807127588,3868510000,3012980000,441208
8/31/2020,11680.82031,13045.59961,11775.45996,8800,22285928250,4348280000,3612050000,441208
9/1/2020,11970.47852,13113.74023,11939.66992,8730,27311555343,4101490000,3511060000,665279
9/2/2020,11414.03418,13276.74023,12056.44043,8898,28037405299,4295640000,3982360000,280507
9/3/2020,10245.29688,12966.13965,11458.09961,8644,31927261555,4911830000,4465010000,312529
9/4/2020,10511.81348,12966.13965,11313.12988,8488,29965130374,4438720000,4284440000,1083132
9/8/2020,10131.5166,12688.07031,10847.69043,8758,33430927462,4694330000,3905420000,381869
9/9/2020,10242.34766,12885.79981,11141.55957,8928,24128292755,3932520000,3550660000,444219
9/10/2020,10363.13867,12706.69043,10919.58984,8890,54406443211,4208630000,3840010000,383173
9/11/2020,10400.91504,12773.04004,10853.54981,9030,45201121775,3710090000,3630250000,366372
9/14/2020,10680.83789,12932.69043,11056.65039,8960,35453581940,3839580000,3737610000,312495
9/15/2020,10796.95117,12967.17969,11190.32031,9150,32509451925,4057190000,3786110000,774382
9/16/2020,10974.90527,12997.86035,11050.46973,8974,30769986455,4718900000,3678020000,779106
9/17/2020,10948.99023,12948.4502,10910.28027,8842,38151810523,4379840000,3740110000,540781
9/18/2020,10944.58594,12833.57031,10793.28027,8960,26341903912,7076400000,5759090000,859923
9/21/2020,10462.25977,12833.57031,10778.79981,8738,28884999244,4836070000,3900970000,462599
9/22/2020,10538.45996,12602.54004,10963.63965,8724,23621787804,3974510000,3515440000,778877
9/23/2020,10246.18652,12359.16016,10632.99023,8890,23788661867,4378650000,4097320000,426831
9/24/2020,10760.06641,12365.54004,10672.26953,8788,47144380902,4601920000,4086360000,369150
9/25/2020,10692.7168,12485.37988,10913.55957,8726,39348590957,3803330000,3785270000,492522
9/28/2020,10709.65234,12677.54004,11117.53027,8844,47762394731,3950910000,3591740000,448685
9/29/2020,10844.64063,12602.63965,11085.25,8890,46582396602,3661590000,3389040000,377505
9/30/2020,10784.49121,12701.88965,11167.50977,8876,44171073700,4738640000,4260630000,393809
10/1/2020,10619.45215,12726.83984,11326.50977,9108,40023134100,4076340000,4005900000,617882
10/2/2020,10575.97461,12749.79004,11075.01953,9198,48661453918,3975180000,3731510000,751928
10/5/2020,10793.33984,12949.65039,11332.49023,9216,47537578009,3692720000,3623920000,850508
10/6/2020,10604.40625,12837.87988,11154.59961,8988,42623695307,4453390000,4390960000,552888
10/7/2020,10668.96875,13042.33008,11364.59961,8868,37799458436,3814750000,3910770000,688012
10/8/2020,10915.68555,13190.58008,11420.98047,8844,63314794397,3867640000,3507570000,589318
10/9/2020,11064.45801,13252.62012,11579.94043,8880,22799117613,3944090000,3504230000,347392
10/12/2020,11555.36328,13324.87012,11876.25977,8902,26163972642,3435760000,3885030000,320733
10/13/2020,11425.89941,13211.9502,11863.90039,8878,24241420251,3611100000,3634130000,739719
10/14/2020,11429.50684,13143.16016,11768.73047,8774,24103426719,3858510000,3410410000,863683
10/15/2020,11495.34961,13137.25,11713.87012,8650,24487233058,3724550000,3325270000,668101
10/16/2020,11322.12305,13169.32031,11671.55957,8836,25635480772,4688030000,3166980000,861092
10/19/2020,11742.03711,13018.50977,11478.87988,8808,23860769928,4091080000,3477410000,255188
10/20/2020,11916.33496,13092.16016,11516.49023,8758,30915821592,3917850000,3510040000,319048
10/21/2020,12823.68945,13040.12988,11484.69043,8564,43414712626,4103960000,3467310000,546525
10/22/2020,12965.8916,13145.91992,11506.00977,8516,34729759598,4172060000,3434040000,433189
10/23/2020,12931.53906,13199.86035,11548.28027,8438,28974975003,3651600000,3145570000,434633
10/26/2020,13075.24805,12936.38965,11358.94043,8422,29461458313,4002210000,3205100000,639002
10/27/2020,13654.21875,12817.87012,11431.34961,8546,33749878156,3962400000,3104770000,745646
10/28/2020,13271.28516,12415.41992,11004.87012,8328,35867318895,5139970000,3930690000,514838
10/29/2020,13437.88281,12502.29004,11185.58984,8394,56499499598,4911860000,3244190000,418576
10/30/2020,13546.52246,12429.33008,10911.58984,8278,30581485201,4843930000,3671600000,492673
11/2/2020,13550.48926,12662.16992,10957.61035,8200,30771455468,4314690000,3209000000,550315
11/3/2020,13950.30078,12877.4502,11160.57031,8334,29869951617,4241380000,3216580000,495076
11/4/2020,14133.70703,12978.9502,11590.78027,8710,35116364962,4790400000,3620760000,555448
11/5/2020,15579.84863,13199.12012,11890.92969,8812,40856321439,4858150000,3848160000,666319
11/6/2020,15565.88086,13218.66992,11895.23047,8842,39837841971,4842460000,4183220000,1201906
11/9/2020,15332.31543,13611.65039,11713.78027,8564,34149115566,8570510000,5863900000,1070253
11/10/2020,15290.90234,13707.99023,11553.86035,8262,25574938143,6037470000,4736560000,980298
11/11/2020,15701.33984,13724.78027,11786.42969,8474,29772374934,4635560000,3854680000,758705
